regression_section,model,dependent_variable,term,b,std_error,beta,t,sig,heading_file,coefficients_file
1,1,LN_PRICE,(Constant),0.0654034208437093,0.01306881730430706,,5.004540144742435,9.762903281162054e-07,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,LN_LANDRATIO,10.826090669284515,0.13897305682898423,0.21383451271767445,77.90064431414756,1.4821112109812125e-195,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,ARTERIAL,0.6182346641690407,0.14668298332019175,0.25538337715696013,4.214767454105477,3.3564937423967565e-05,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,SINGLE_FAMILY1STORY,-0.24594559682874279,0.1255338460346278,-0.08251756272268912,-1.959197496115112,0.051064390736935125,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,ROW_HOUSE2STORY,0.14315951243492894,0.09450838908228569,0.07148775119433183,1.5147810033063218,0.130943937733609,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,LARGE,-1.142228774875167,0.8267075417540459,-0.06785688545191884,-1.3816600395971612,0.16817752599575,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,LARGEST,0.6081037817637015,0.15682218847057897,0.3030234354838447,3.8776641729992587,0.00013158213213659606,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,TWO_BATHS,0.6481743669285082,0.18400015059816976,0.33661037204859556,3.5226838935802234,0.000499219157243203,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,THREE_PLUS_BATHS,0.41005928648363466,0.15052419632573907,0.19719191424108343,2.7242084428489726,0.00685544151167694,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,EXCELLENT,0.04866170080829627,0.1133808377923655,0.025382273963755794,0.42918805113621156,0.668122417971085,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,GOOD,1.3749138191485806,0.5070846061651069,0.14101251611543925,2.7114091069467574,0.007123174888027445,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,FAIR,0.5580624188384302,0.15439138236876776,0.16201888649607235,3.614595648256351,0.0003581035731029837,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,POOR,-0.3819881202367654,0.09488309286222163,-0.17895638872580066,-4.025881837467555,7.366013028636665e-05,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,UNSOUND,-0.1310359549032254,0.14235583473798757,-0.04057374926049124,-0.9204817993193118,0.358139686697186,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,QBEST,-1.9582678861565153,0.49929911841068225,-0.16425532232263176,-3.9220335345070763,0.00011142206698188169,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,QABOVE_AVG,0.6326975221142757,0.38944204729342485,0.08349761830636024,1.6246256060727056,0.10541344216870989,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,QBELOW_AVG,-1.9216543400892683,0.49086650487341976,-0.16118425638054873,-3.9148206712226314,0.00011290907768325107,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,EXT_BRICK,0.3430839401865122,0.13457527436920383,0.1537731883384835,2.54938317454416,0.011311640045983576,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,YB_PRE_1910,-1.532561718748037,0.72177665014219,-0.09104556572604897,-2.123318506419018,0.03458875478863056,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,YB_1946_TO_1960,-0.31496580854909034,0.11050786997045146,-0.12943768239032588,-2.8501663151530168,0.004690833174198327,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,YB_1961_TO_1990,0.9933524086325559,0.6914762639921119,0.05901252191211329,1.4365676167936947,0.15194935723080855,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,YB_POST_1990,0.3904083680279965,0.3567959999881069,0.0461591223818282,1.094206123501973,0.2748016416863371,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,CRAWL,-0.48939108200717274,0.4366993059710716,-0.057862137948140664,-1.1206591705451248,0.26339322730245185,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,SLAB,-0.6584180876938343,0.2809142935468054,-0.11580578097635552,-2.3438397504829345,0.019788302004624378,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,LN_GARAGESPACES,0.16432444368898816,0.23895887864306462,0.03184552226588841,0.6876682909716918,0.49223502260681173,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,HOT_WATER,0.5403010388203092,0.47221433674950464,0.06388137093451621,1.1441860120967113,0.25353783735679786,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,CENTRAL_AIR,-0.21653745247301717,0.10194501755167501,-0.10835116832305669,-2.124061162314836,0.03455745635238249,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,MONTHS_1TO9,0.15339256462605552,0.1052700077655438,0.0798498606622491,1.4571345427055515,0.14622430903599926,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,MONTHS_10TO16,-0.14129700326572547,0.1769177424576887,-0.03955208475994476,-0.7986593164872527,0.42518222558683894,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,1,LN_PRICE,MONTHS_17TO24,-0.02275134212156311,0.022427829486243563,-0.057525160603904245,-1.014424607406525,0.31128168579270493,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,(Constant),10.719105461415932,0.2706092414881467,0.01303824201594818,39.611010335304655,2.930462487067886e-114,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,LN_LANDRATIO,10.822154270010227,0.13918581414369705,0.21139724921252348,77.75328496363365,8.565697962605487e-196,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,ARTERIAL,0.6369151935715806,0.1462682217731522,0.2631000209532325,4.354433149254895,1.8583285157239277e-05,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,SINGLE_FAMILY1STORY,-0.23919712676523167,0.12554715902060948,-0.0802533737763193,-1.9052372720434536,0.057752032104963005,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,ROW_HOUSE2STORY,0.13097718029859753,0.09367124558717309,0.06540441440506593,1.3982645312077813,0.1631245976529064,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,LARGE,-1.1303219894275216,0.825694580729797,-0.06714953383025289,-1.368934731809039,0.1721129399856361,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,LARGEST,0.5949398383097322,0.15549138712480043,0.29646372727356607,3.8261915937004396,0.00016052828299293513,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,TWO_BATHS,0.6708233347126185,0.1803072410415957,0.348372450065431,3.720445894670774,0.00024044995983518976,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,THREE_PLUS_BATHS,0.36568099645717944,0.133418130561858,0.1758510002573882,2.7408643406799578,0.0065247919613264805,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,EXCELLENT,0.7712980133628601,0.30329858463119763,0.23523121464934107,2.5430320233796553,0.011535736288006181,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,GOOD,1.3783401795592878,0.5061517039487107,0.14136392701545575,2.7231760138437817,0.006879360214179668,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,FAIR,0.5597885226470299,0.15400984632272774,0.1625200157740984,3.634758010692334,0.000332217413654927,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,POOR,-0.38197539248303686,0.09471617737891427,-0.17895042594129718,-4.032842150659601,7.156501281387851e-05,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,UNSOUND,-0.12969735665219234,0.1419754891153185,-0.04015926798443187,-0.9135193508426421,0.36177848881107844,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,QBEST,-1.9551643470078326,0.49819786293402063,-0.1639950040960952,-3.9244735725949247,0.00011026567797655362,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
1,2,LN_PRICE,QABOVE_AVG,0.6335329056638965,0.38858523526022104,0.08360786456832213,1.6303576363101988,0.1041918946357977,outputViewer0000000098_heading.xml,00000000985_lightTableData.bin
